Identificador,Producto,Cantidad,Precio Unitario,Total Pagado,Forma de pago,Lugar Compra,Fecha Compra
TXN_3360649,Galleta,2,1.0,2.0,,Para llevar,2023-09-10
TXN_6132245,Ensalada,2,5.0,10.0,Nequi/Daviplata,,2023-06-01
TXN_2633322,Ensalada,4,ERROR,20.0,Nequi/Daviplata,,2023-01-15
TXN_9910333,Torta,2,3.0,6.0,,Restaurante,2023-09-15
TXN_7321479,Torta,1,3.0,3.0,,ERROR,2023-10-31
TXN_4315166,Sandwich,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-06-10
TXN_7843112,Galleta,4,1.0,4.0,,DESCONOCIDO,2023-01-25
TXN_2879791,Sandwich,1,4.0,4.0,,,2023-07-10
TXN_2503128,Torta,1,3.0,3.0,Efectivo,Restaurante,2023-01-12
TXN_3091574,Galleta,5,1.0,5.0,ERROR,Restaurante,2023-07-29
TXN_2371763,Sandwich,4,4.0,16.0,Efectivo,,2023-05-17
TXN_5726114,Granizado,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-07-14
TXN_1079844,Ensalada,2,5.0,10.0,Nequi/Daviplata,,2023-10-27
TXN_8726097,Te,1,1.5,1.5,Nequi/Daviplata,Para llevar,ERROR
TXN_1633337,Ensalada,5,5.0,25.0,Tarjeta Crédito,,2023-06-29
TXN_5222176,Galleta,4,1.0,4.0,,Restaurante,2023-01-11
TXN_7480940,Café,2,2.0,4.0,Efectivo,Restaurante,2023-01-25
TXN_2437508,Ensalada,2,5.0,10.0,,Para llevar,2023-11-20
TXN_7445500,Ensalada,4,5.0,20.0,Efectivo,Restaurante,
TXN_5036614,Granizado,4,4.0,16.0,Nequi/Daviplata,Restaurante,2023-10-10
TXN_9731164,Ensalada,1,5.0,5.0,Efectivo,,2023-12-07
TXN_1417291,Jugo,4,3.0,12.0,Nequi/Daviplata,Restaurante,2023-05-11
TXN_9792093,Sandwich,1,4.0,4.0,,Restaurante,2023-09-28
TXN_9989239,Te,5,1.5,,,Restaurante,2023-04-28
TXN_6055570,Te,3,1.5,4.5,Efectivo,,2023-02-06
TXN_1231531,Café,5,2.0,10.0,Nequi/Daviplata,Restaurante,2023-07-24
TXN_8843108,Jugo,5,3.0,15.0,,,2023-07-18
TXN_4643305,Galleta,4,1.0,4.0,,Para llevar,2023-04-12
TXN_8754977,Sandwich,3,4.0,12.0,Nequi/Daviplata,Restaurante,2023-10-24
TXN_2052060,Sandwich,3,4.0,12.0,Efectivo,Para llevar,2023-11-07
TXN_1275124,Café,3,2.0,6.0,,DESCONOCIDO,2023-06-21
TXN_3534536,Café,1,2.0,2.0,Tarjeta Crédito,,2023-02-02
TXN_1779679,Café,5,,10.0,,Restaurante,2023-01-06
TXN_4583908,Sandwich,ERROR,4.0,4.0,Nequi/Daviplata,,2023-06-04
TXN_6379692,Galleta,5,,5.0,Nequi/Daviplata,Para llevar,2023-11-05
TXN_3999862,Te,4,1.5,6.0,,Restaurante,2023-07-11
TXN_7694326,Café,5,2.0,,,,2023-02-19
TXN_1171080,Sandwich,3,4.0,12.0,Tarjeta Crédito,,2023-07-29
TXN_5658895,Jugo,DESCONOCIDO,3.0,6.0,Efectivo,DESCONOCIDO,2023-09-21
TXN_7704680,,2,5.0,10.0,Tarjeta Crédito,,2023-08-06
TXN_6395070,Granizado,4,4.0,16.0,Tarjeta Crédito,,2023-12-10
TXN_9576454,Jugo,1,3.0,3.0,Tarjeta Crédito,Restaurante,2023-09-23
TXN_7907259,Torta,1,3.0,3.0,Nequi/Daviplata,Para llevar,2023-10-19
TXN_4487345,Sandwich,3,4.0,12.0,,Restaurante,2023-05-10
TXN_5929341,Jugo,2,3.0,6.0,,Para llevar,2023-05-12
TXN_6021173,Jugo,5,3.0,15.0,Efectivo,Para llevar,2023-12-16
TXN_6272473,Café,4,2.0,8.0,Efectivo,Para llevar,2023-03-06
TXN_5243032,Galleta,1,1.0,1.0,Efectivo,Para llevar,2023-08-24
TXN_5863411,Galleta,3,1.0,DESCONOCIDO,Nequi/Daviplata,Restaurante,2023-09-21
TXN_4087571,Galleta,2,1.0,2.0,,,2023-11-24
TXN_7680197,Galleta,5,1.0,5.0,Efectivo,Para llevar,2023-09-23
TXN_8773639,Café,3,2.0,6.0,Nequi/Daviplata,Para llevar,2023-02-20
TXN_5960979,Café,5,2.0,10.0,Nequi/Daviplata,Restaurante,2023-05-03
TXN_7894534,Te,3,1.5,4.5,Tarjeta Crédito,Restaurante,2023-03-16
TXN_4890770,Café,4,2.0,8.0,,Para llevar,2023-10-12
TXN_6079741,Galleta,DESCONOCIDO,1.0,4.0,,Para llevar,2023-01-02
TXN_4612930,Jugo,2,3.0,6.0,,,2023-08-13
TXN_1124311,Galleta,1,1.0,1.0,Efectivo,,2023-05-05
TXN_6380636,Café,5,2.0,10.0,,ERROR,2023-01-10
TXN_5720183,Galleta,5,1.0,5.0,Tarjeta Crédito,Para llevar,2023-05-30
TXN_6382322,Te,3,1.5,4.5,Nequi/Daviplata,Restaurante,2023-12-14
TXN_8119542,,2,1.0,2.0,Nequi/Daviplata,,2023-12-12
TXN_1674042,Café,5,2.0,10.0,Nequi/Daviplata,,2023-09-19
TXN_8398809,Te,2,1.5,3.0,DESCONOCIDO,Para llevar,2023-11-25
TXN_7728415,Te,5,1.5,7.5,Tarjeta Crédito,Restaurante,2023-12-28
TXN_5285171,Sandwich,5,4.0,20.0,Efectivo,Para llevar,2023-12-11
TXN_2527007,Granizado,1,4.0,4.0,Nequi/Daviplata,,2023-10-22
TXN_8331542,Ensalada,4,5.0,20.0,,Restaurante,2023-12-23
TXN_2999220,Granizado,4,4.0,16.0,Nequi/Daviplata,Para llevar,2023-02-23
TXN_5108188,Torta,2,3.0,6.0,,,2023-08-25
TXN_6680963,Sandwich,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-08-01
TXN_2308317,Café,2,2.0,4.0,Nequi/Daviplata,Para llevar,2023-11-13
TXN_8811902,Te,5,1.5,7.5,Tarjeta Crédito,,2023-08-07
TXN_7349134,DESCONOCIDO,1,4.0,4.0,Tarjeta Crédito,Restaurante,2023-05-28
TXN_1467546,Galleta,3,1.0,3.0,,Para llevar,2023-07-20
TXN_2276722,Ensalada,2,5.0,10.0,Efectivo,Para llevar,2023-12-21
TXN_2519044,Ensalada,5,5.0,25.0,Nequi/Daviplata,Para llevar,2023-05-20
TXN_2851147,Ensalada,2,5.0,10.0,Nequi/Daviplata,Restaurante,2023-06-24
TXN_3349404,Café,3,2.0,6.0,Nequi/Daviplata,DESCONOCIDO,2023-01-31
TXN_7939011,Jugo,5,3.0,15.0,DESCONOCIDO,Restaurante,2023-04-07
TXN_3877580,Ensalada,2,5.0,10.0,Nequi/Daviplata,ERROR,2023-05-30
TXN_5220523,Jugo,3,3.0,9.0,Efectivo,Para llevar,2023-01-30
TXN_5934526,Café,5,2.0,10.0,Tarjeta Crédito,Restaurante,2023-05-27
TXN_8935939,Te,3,1.5,4.5,Nequi/Daviplata,Para llevar,2023-03-27
TXN_3586935,Ensalada,5,5.0,25.0,Efectivo,,2023-05-21
TXN_1781777,Ensalada,3,5.0,15.0,Tarjeta Crédito,Para llevar,2023-10-26
TXN_6461461,Jugo,1,3.0,3.0,,Restaurante,DESCONOCIDO
TXN_1707251,Sandwich,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-10-06
TXN_4493878,Café,5,,10.0,Tarjeta Crédito,Restaurante,2023-03-11
TXN_2446874,Jugo,4,3.0,12.0,Tarjeta Crédito,,2023-07-22
TXN_5747859,Torta,1,3.0,3.0,Tarjeta Crédito,Para llevar,2023-03-13
TXN_8172333,Galleta,4,1.0,4.0,Tarjeta Crédito,,2023-12-25
TXN_8600523,Te,3,1.5,4.5,,,2023-12-29
TXN_7471753,Granizado,ERROR,4.0,20.0,Efectivo,Restaurante,2023-03-13
TXN_3884527,Sandwich,1,4.0,4.0,Nequi/Daviplata,Restaurante,2023-06-06
TXN_9072517,Granizado,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-01-09
TXN_4378200,Te,5,1.5,7.5,Tarjeta Crédito,Restaurante,2023-09-04
TXN_3918998,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-12-18
TXN_7674694,Te,2,1.5,3.0,,,2023-03-30
TXN_3875049,Te,2,1.5,3.0,Nequi/Daviplata,Para llevar,2023-09-15
TXN_5400266,Te,3,1.5,4.5,Nequi/Daviplata,Para llevar,2023-06-14
TXN_2402978,Galleta,3,1.0,3.0,Tarjeta Crédito,Restaurante,2023-01-21
TXN_6188306,Ensalada,1,5.0,5.0,,Para llevar,2023-10-26
TXN_1148874,Galleta,1,1.0,1.0,Tarjeta Crédito,Restaurante,2023-09-18
TXN_1888708,Sandwich,4,4.0,,Efectivo,,2023-08-17
TXN_8842592,Galleta,5,1.0,5.0,ERROR,,2023-07-10
TXN_2761204,Torta,3,3.0,9.0,Efectivo,,2023-07-14
TXN_9038745,Granizado,3,4.0,12.0,ERROR,Para llevar,2023-06-25
TXN_1374424,Sandwich,5,4.0,20.0,,,2023-04-24
TXN_7205840,Ensalada,3,5.0,15.0,,,2023-03-05
TXN_7714378,Granizado,2,4.0,ERROR,Efectivo,,2023-08-10
TXN_7732813,Te,ERROR,1.5,3.0,Tarjeta Crédito,Para llevar,2023-07-16
TXN_6718205,Granizado,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-06-30
TXN_8878429,Torta,5,3.0,15.0,Nequi/Daviplata,Restaurante,
TXN_6899576,Ensalada,2,5.0,10.0,Nequi/Daviplata,Para llevar,2023-10-26
TXN_2761003,Granizado,2,4.0,DESCONOCIDO,ERROR,Restaurante,2023-11-08
TXN_6929413,Te,1,1.5,1.5,Nequi/Daviplata,,2023-10-13
TXN_2350703,DESCONOCIDO,4,3.0,12.0,Efectivo,Restaurante,2023-08-20
TXN_1948437,Granizado,2,4.0,8.0,,Para llevar,2023-11-03
TXN_5901887,Granizado,4,DESCONOCIDO,16.0,ERROR,Para llevar,2023-08-31
TXN_1072232,Sandwich,1,4.0,4.0,Nequi/Daviplata,Restaurante,2023-01-07
TXN_7469771,Torta,5,3.0,15.0,ERROR,,2023-12-09
TXN_7139053,Ensalada,4,5.0,20.0,Nequi/Daviplata,Para llevar,2023-09-12
TXN_6028915,Sandwich,5,DESCONOCIDO,20.0,Efectivo,Restaurante,2023-12-24
TXN_3622194,Torta,1,3.0,3.0,Nequi/Daviplata,,2023-06-26
TXN_6431215,Torta,1,3.0,3.0,,ERROR,2023-08-27
TXN_4385240,Galleta,4,1.0,4.0,Efectivo,Para llevar,2023-02-10
TXN_3840523,,2,4.0,8.0,Tarjeta Crédito,,2023-12-27
TXN_5697778,Torta,3,3.0,9.0,Efectivo,,2023-03-08
TXN_1749299,Granizado,2,4.0,8.0,DESCONOCIDO,,2023-10-28
TXN_6806024,Jugo,,3.0,6.0,Tarjeta Crédito,Restaurante,2023-04-14
TXN_8352365,Café,5,2.0,10.0,,Para llevar,2023-08-10
TXN_7143535,Galleta,2,1.0,2.0,,,2023-05-21
TXN_5090839,Sandwich,5,4.0,20.0,Efectivo,,2023-03-06
TXN_5743619,Ensalada,5,5.0,25.0,Nequi/Daviplata,Para llevar,2023-11-07
TXN_8785432,Galleta,2,1.0,2.0,Efectivo,,2023-08-14
TXN_1086324,Torta,3,3.0,9.0,,Restaurante,2023-11-25
TXN_8888599,Sandwich,5,4.0,20.0,,,ERROR
TXN_6361309,Torta,5,3.0,15.0,,Para llevar,DESCONOCIDO
TXN_8211146,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-04-30
TXN_5826333,Galleta,1,1.0,1.0,Efectivo,,2023-05-14
TXN_1555314,Sandwich,1,4.0,4.0,,Para llevar,2023-02-25
TXN_4611673,Granizado,5,4.0,20.0,Nequi/Daviplata,,2023-03-05
TXN_8839045,Torta,2,3.0,6.0,,Restaurante,2023-06-13
TXN_5183249,Sandwich,1,4.0,4.0,,Restaurante,2023-07-02
TXN_5104848,Te,2,1.5,3.0,,Para llevar,2023-01-22
TXN_9943917,Sandwich,3,4.0,12.0,Tarjeta Crédito,Restaurante,2023-01-16
TXN_2490461,Ensalada,4,5.0,20.0,,,2023-09-22
TXN_5852244,Torta,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-10-15
TXN_9874775,Te,1,1.5,1.5,Efectivo,,2023-09-02
TXN_2586215,Jugo,2,3.0,6.0,Nequi/Daviplata,,2023-03-23
TXN_7704229,Café,DESCONOCIDO,2.0,8.0,Efectivo,,2023-07-15
TXN_5444860,Te,2,1.5,3.0,Nequi/Daviplata,,2023-04-28
TXN_9391494,Café,1,2.0,2.0,,,2023-12-17
TXN_3557583,Granizado,5,4.0,20.0,Tarjeta Crédito,ERROR,2023-07-26
TXN_8739878,DESCONOCIDO,1,3.0,3.0,,,2023-09-27
TXN_5386352,ERROR,1,4.0,4.0,Tarjeta Crédito,,2023-01-18
TXN_8321887,DESCONOCIDO,5,1.0,5.0,,,2023-03-21
TXN_3995266,Sandwich,1,4.0,4.0,Tarjeta Crédito,Restaurante,2023-04-21
TXN_7326974,Torta,4,3.0,12.0,Tarjeta Crédito,,2023-12-31
TXN_7277750,Torta,2,3.0,6.0,,,2023-09-29
TXN_8075323,Sandwich,1,4.0,4.0,Nequi/Daviplata,,2023-04-18
TXN_4831345,Sandwich,5,4.0,20.0,,Restaurante,2023-05-10
TXN_6301984,Jugo,5,3.0,15.0,,Para llevar,
TXN_1456374,Galleta,5,1.0,5.0,Efectivo,,2023-02-15
TXN_3263746,Café,1,2.0,2.0,Efectivo,Para llevar,2023-11-14
TXN_2268203,Ensalada,3,5.0,15.0,,DESCONOCIDO,DESCONOCIDO
TXN_9502077,Granizado,3,4.0,12.0,,,2023-12-21
TXN_4994052,Café,4,2.0,8.0,,Para llevar,
TXN_1671480,Galleta,5,1.0,5.0,,,2023-01-06
TXN_7430227,Torta,3,3.0,9.0,Efectivo,Restaurante,2023-07-24
TXN_1516182,Galleta,1,1.0,1.0,,,2023-06-18
TXN_8807199,Ensalada,5,5.0,25.0,Tarjeta Crédito,,2023-05-30
TXN_8700466,Café,4,2.0,8.0,Nequi/Daviplata,Restaurante,2023-04-29
TXN_2190325,Sandwich,4,4.0,16.0,Tarjeta Crédito,Restaurante,2023-03-10
TXN_4150495,Galleta,2,1.0,2.0,Efectivo,,2023-04-12
TXN_3794410,Torta,4,3.0,12.0,Tarjeta Crédito,,2023-12-06
TXN_5677869,Jugo,5,3.0,15.0,Efectivo,Restaurante,2023-11-19
TXN_3436462,Ensalada,2,5.0,10.0,Tarjeta Crédito,Restaurante,2023-06-29
TXN_7493740,Torta,1,3.0,3.0,,ERROR,2023-05-18
TXN_7388752,Ensalada,1,5.0,5.0,Tarjeta Crédito,Para llevar,2023-08-28
TXN_9448209,Sandwich,3,4.0,12.0,Efectivo,Restaurante,DESCONOCIDO
TXN_8655424,Galleta,2,1.0,2.0,,Restaurante,2023-11-26
TXN_9720012,Granizado,5,4.0,20.0,Efectivo,Restaurante,2023-09-25
TXN_6609572,ERROR,4,4.0,16.0,Efectivo,Restaurante,2023-06-15
TXN_9390188,Te,1,1.5,1.5,,Para llevar,2023-06-20
TXN_1952465,Torta,2,3.0,6.0,,Para llevar,2023-06-11
TXN_7605154,Jugo,5,3.0,15.0,Efectivo,Restaurante,2023-09-09
TXN_2684400,Café,3,2.0,6.0,DESCONOCIDO,Restaurante,2023-03-30
TXN_4702378,Torta,2,3.0,6.0,Efectivo,DESCONOCIDO,2023-08-28
TXN_6312755,Sandwich,2,4.0,8.0,Tarjeta Crédito,,2023-02-11
TXN_7584025,Te,4,1.5,6.0,,Restaurante,2023-09-18
TXN_7533540,Sandwich,5,4.0,20.0,,Restaurante,2023-11-01
TXN_4425164,Jugo,4,3.0,12.0,,,2023-01-13
TXN_4325648,Jugo,3,3.0,9.0,Nequi/Daviplata,Para llevar,2023-05-04
TXN_7151374,Te,4,1.5,6.0,Tarjeta Crédito,Restaurante,2023-07-30
TXN_6413250,Ensalada,ERROR,5.0,20.0,Efectivo,DESCONOCIDO,2023-12-02
TXN_6496506,Jugo,1,3.0,3.0,Nequi/Daviplata,Restaurante,2023-01-11
TXN_2695546,Te,DESCONOCIDO,1.5,1.5,Tarjeta Crédito,Para llevar,2023-08-26
TXN_4823513,Galleta,5,1.0,DESCONOCIDO,Efectivo,Para llevar,2023-07-02
TXN_8960347,Granizado,DESCONOCIDO,4.0,12.0,Efectivo,Restaurante,
TXN_3222677,Sandwich,1,4.0,4.0,Nequi/Daviplata,Para llevar,2023-12-16
TXN_9942517,Café,4,2.0,8.0,Nequi/Daviplata,Restaurante,2023-04-29
TXN_8735418,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-03-03
TXN_7799794,,4,1.0,4.0,Nequi/Daviplata,Restaurante,2023-08-22
TXN_6347670,Te,2,1.5,3.0,Nequi/Daviplata,Restaurante,2023-06-24
TXN_9180345,Sandwich,4,DESCONOCIDO,16.0,Nequi/Daviplata,,2023-06-13
TXN_9632482,Torta,2,3.0,6.0,Tarjeta Crédito,,2023-08-27
TXN_4642770,Te,4,1.5,6.0,,,2023-09-22
TXN_5356324,Granizado,1,4.0,4.0,ERROR,,2023-02-26
TXN_5148730,Torta,1,3.0,3.0,Efectivo,DESCONOCIDO,2023-12-12
TXN_8848847,Galleta,3,1.0,3.0,Efectivo,Para llevar,2023-08-15
TXN_3686848,Te,3,1.5,4.5,,,2023-04-06
TXN_2328896,Granizado,4,4.0,16.0,Efectivo,,2023-10-20
TXN_6361856,Galleta,5,1.0,5.0,DESCONOCIDO,,2023-05-11
TXN_5942011,Te,1,1.5,1.5,Efectivo,,2023-10-08
TXN_7137364,Ensalada,5,5.0,25.0,Efectivo,DESCONOCIDO,2023-08-09
TXN_9904042,DESCONOCIDO,4,4.0,16.0,Tarjeta Crédito,,2023-06-09
TXN_1510406,,3,5.0,15.0,,Restaurante,2023-01-12
TXN_8176812,Sandwich,5,4.0,20.0,Nequi/Daviplata,,2023-06-21
TXN_1360872,Café,2,DESCONOCIDO,4.0,Tarjeta Crédito,Restaurante,2023-11-04
TXN_4413776,Café,5,2.0,10.0,Efectivo,Para llevar,2023-07-21
TXN_1811953,Galleta,2,1.0,2.0,DESCONOCIDO,,2023-06-26
TXN_9382596,Granizado,5,4.0,20.0,Tarjeta Crédito,Para llevar,2023-11-18
TXN_9480564,Galleta,4,1.0,4.0,Efectivo,Restaurante,2023-06-12
TXN_1094479,Torta,3,3.0,9.0,DESCONOCIDO,Restaurante,2023-06-08
TXN_8301190,Café,1,2.0,2.0,Efectivo,Para llevar,2023-04-01
TXN_7653946,Granizado,4,4.0,16.0,Efectivo,,2023-09-19
TXN_1348274,Torta,5,3.0,15.0,,,2023-11-14
TXN_2855149,Sandwich,2,4.0,8.0,Efectivo,Restaurante,2023-07-16
TXN_9320167,Jugo,5,3.0,15.0,Tarjeta Crédito,,2023-11-12
TXN_1135215,Sandwich,3,4.0,12.0,,Restaurante,2023-04-10
TXN_6158518,Galleta,5,1.0,5.0,Efectivo,ERROR,2023-09-28
TXN_5734442,Galleta,4,1.0,4.0,Tarjeta Crédito,Para llevar,2023-10-01
TXN_5748083,Ensalada,DESCONOCIDO,5.0,10.0,,Para llevar,2023-04-08
TXN_1804335,Jugo,,3.0,9.0,Tarjeta Crédito,,2023-10-05
TXN_3644269,Galleta,5,1.0,5.0,Tarjeta Crédito,Para llevar,2023-09-26
TXN_5611239,DESCONOCIDO,4,1.0,4.0,Efectivo,Para llevar,2023-11-18
TXN_4020100,Galleta,1,1.0,1.0,Efectivo,Restaurante,2023-08-09
TXN_1643870,Ensalada,4,5.0,20.0,Nequi/Daviplata,Para llevar,2023-10-07
TXN_4734216,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,2023-11-30
TXN_4060538,Torta,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-09-08
TXN_4788388,Torta,DESCONOCIDO,3.0,9.0,,,2023-06-29
TXN_9348280,DESCONOCIDO,2,4.0,8.0,Tarjeta Crédito,Restaurante,2023-03-28
TXN_5173628,Te,3,1.5,4.5,,Para llevar,2023-05-30
TXN_9040196,Jugo,3,3.0,9.0,Efectivo,DESCONOCIDO,2023-06-28
TXN_1853983,Te,1,1.5,1.5,Efectivo,Restaurante,2023-12-04
TXN_6154823,ERROR,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-11-16
TXN_1936915,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,2023-01-24
TXN_8693747,Granizado,4,,16.0,Nequi/Daviplata,,2023-02-13
TXN_2911864,Galleta,3,1.0,3.0,Nequi/Daviplata,Para llevar,2023-03-21
TXN_2336921,Jugo,3,3.0,9.0,Nequi/Daviplata,Para llevar,2023-05-01
TXN_3275800,Café,3,2.0,6.0,,Para llevar,2023-05-27
TXN_6472656,Te,3,1.5,4.5,Efectivo,Para llevar,2023-11-25
TXN_3494191,Granizado,2,4.0,8.0,Tarjeta Crédito,Restaurante,2023-01-08
TXN_4177717,Galleta,1,1.0,1.0,,,2023-01-07
TXN_7313328,Jugo,1,3.0,3.0,,Para llevar,2023-01-03
TXN_4019047,ERROR,2,2.0,4.0,,,2023-09-14
TXN_6832697,Ensalada,3,5.0,15.0,Tarjeta Crédito,Para llevar,2023-01-21
TXN_2919225,Café,4,2.0,8.0,Tarjeta Crédito,Para llevar,2023-02-14
TXN_4937344,Sandwich,DESCONOCIDO,4.0,4.0,Tarjeta Crédito,Restaurante,2023-02-12
TXN_6444366,Café,1,2.0,2.0,Nequi/Daviplata,,2023-08-19
TXN_7448158,Torta,ERROR,3.0,6.0,Nequi/Daviplata,Para llevar,2023-09-28
TXN_7630601,Te,1,1.5,1.5,,Para llevar,2023-08-22
TXN_7366807,Ensalada,DESCONOCIDO,5.0,15.0,,,2023-10-22
TXN_5762127,Café,2,2.0,4.0,,Para llevar,2023-11-10
TXN_1856153,Café,5,2.0,10.0,Tarjeta Crédito,,2023-12-02
TXN_4908458,Te,4,1.5,6.0,,,2023-10-06
TXN_4214066,Jugo,2,3.0,6.0,,Restaurante,2023-07-23
TXN_8252793,Galleta,4,1.0,4.0,Nequi/Daviplata,,2023-07-28
TXN_1313643,Torta,4,3.0,12.0,DESCONOCIDO,,2023-02-11
TXN_2941227,Galleta,3,1.0,3.0,Efectivo,Restaurante,2023-08-29
TXN_1206585,Te,2,1.5,3.0,Efectivo,,2023-06-29
TXN_9580673,Jugo,2,3.0,ERROR,ERROR,Restaurante,2023-06-25
TXN_9874192,Granizado,3,4.0,12.0,,,2023-11-30
TXN_4475487,Granizado,3,4.0,12.0,Efectivo,Restaurante,2023-06-01
TXN_8876663,Ensalada,DESCONOCIDO,5.0,10.0,Nequi/Daviplata,Para llevar,2023-03-23
TXN_3858126,Granizado,2,4.0,8.0,,Restaurante,2023-08-25
TXN_3524464,Granizado,4,DESCONOCIDO,16.0,Tarjeta Crédito,Para llevar,2023-08-31
TXN_6242107,Café,3,2.0,6.0,Efectivo,,2023-11-14
TXN_2352246,Granizado,4,4.0,16.0,Tarjeta Crédito,Para llevar,2023-06-20
TXN_9523335,Galleta,4,1.0,4.0,Tarjeta Crédito,ERROR,2023-01-29
TXN_4475412,Sandwich,3,4.0,12.0,DESCONOCIDO,,2023-10-31
TXN_2656162,Café,1,2.0,2.0,Nequi/Daviplata,Restaurante,2023-04-11
TXN_7517241,Sandwich,2,4.0,8.0,,ERROR,2023-01-18
TXN_6243134,Te,2,1.5,3.0,Nequi/Daviplata,,ERROR
TXN_2435218,ERROR,DESCONOCIDO,2.0,10.0,,Restaurante,2023-05-02
TXN_9022617,Café,1,2.0,2.0,Tarjeta Crédito,Restaurante,2023-01-23
TXN_1031802,Galleta,4,1.0,4.0,ERROR,DESCONOCIDO,2023-06-27
TXN_2346296,Torta,4,3.0,12.0,Nequi/Daviplata,,2023-10-04
TXN_8219210,Granizado,5,4.0,20.0,Efectivo,,2023-01-12
TXN_4541981,Granizado,4,ERROR,16.0,Tarjeta Crédito,Restaurante,2023-01-14
TXN_8522571,Jugo,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-09-19
TXN_6752476,Te,4,1.5,6.0,,Para llevar,2023-08-28
TXN_1894142,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-09-13
TXN_3766378,DESCONOCIDO,1,3.0,3.0,Efectivo,Para llevar,2023-08-18
TXN_8885727,Te,2,1.5,3.0,Efectivo,Para llevar,2023-10-05
TXN_1422305,Sandwich,4,4.0,16.0,,Restaurante,2023-03-09
TXN_4625165,Ensalada,3,5.0,15.0,Tarjeta Crédito,,2023-03-02
TXN_1804132,Granizado,3,4.0,12.0,,Restaurante,
TXN_9323215,Galleta,3,1.0,3.0,,,2023-01-27
TXN_6824743,Sandwich,2,4.0,ERROR,Nequi/Daviplata,Para llevar,2023-11-08
TXN_9384397,Sandwich,DESCONOCIDO,4.0,8.0,Efectivo,,2023-10-31
TXN_1034067,Granizado,3,,12.0,Nequi/Daviplata,,2023-01-07
TXN_3265085,Galleta,5,1.0,5.0,,Restaurante,2023-09-05
TXN_3061498,Ensalada,5,5.0,25.0,,,2023-11-14
TXN_6206792,Te,,ERROR,6.0,Tarjeta Crédito,,2023-10-13
TXN_7374304,Te,5,1.5,7.5,Nequi/Daviplata,Restaurante,2023-05-10
TXN_9447946,Granizado,2,4.0,8.0,Tarjeta Crédito,Restaurante,2023-10-21
TXN_2102561,,2,1.0,2.0,,Restaurante,2023-04-05
TXN_5649995,Te,2,1.5,3.0,,Para llevar,ERROR
TXN_8223689,Ensalada,5,5.0,25.0,Nequi/Daviplata,Restaurante,2023-09-08
TXN_3207254,Torta,1,3.0,3.0,,Para llevar,2023-04-25
TXN_2579242,Jugo,5,3.0,15.0,,Restaurante,2023-09-11
TXN_2187911,Café,3,,6.0,Tarjeta Crédito,Para llevar,2023-04-20
TXN_2594056,Ensalada,4,5.0,20.0,Efectivo,,2023-03-11
TXN_6591736,Café,4,2.0,8.0,,Para llevar,2023-06-21
TXN_1267753,ERROR,3,1.5,4.5,Tarjeta Crédito,,2023-06-28
TXN_4615235,Torta,4,3.0,12.0,Efectivo,,2023-01-08
TXN_4824519,Granizado,5,4.0,20.0,,,2023-12-27
TXN_4677415,Torta,2,3.0,6.0,Nequi/Daviplata,,2023-12-12
TXN_3548788,Ensalada,4,5.0,20.0,Nequi/Daviplata,,2023-02-22
TXN_2503245,Sandwich,3,4.0,12.0,DESCONOCIDO,Para llevar,2023-04-15
TXN_8855046,Jugo,3,ERROR,9.0,,Para llevar,2023-12-05
TXN_9287659,,1,3.0,3.0,,Restaurante,2023-05-13
TXN_2417402,Sandwich,3,4.0,12.0,Nequi/Daviplata,,2023-05-09
TXN_6266017,Galleta,4,1.0,4.0,DESCONOCIDO,Restaurante,2023-09-28
TXN_4619018,Torta,5,3.0,15.0,Nequi/Daviplata,,2023-12-19
TXN_8352748,DESCONOCIDO,5,4.0,20.0,Efectivo,Restaurante,2023-05-01
TXN_2221447,Galleta,1,1.0,1.0,Tarjeta Crédito,Restaurante,2023-12-06
TXN_3564954,Granizado,4,DESCONOCIDO,16.0,Efectivo,,2023-03-09
TXN_8464222,Torta,4,3.0,12.0,Efectivo,Restaurante,2023-08-17
TXN_6815753,Galleta,4,1.0,4.0,Nequi/Daviplata,Para llevar,2023-10-27
TXN_6738716,Torta,,3.0,15.0,,Para llevar,2023-04-21
TXN_9477892,Torta,3,3.0,9.0,Tarjeta Crédito,DESCONOCIDO,2023-08-21
TXN_9894270,Galleta,ERROR,1.0,4.0,Tarjeta Crédito,Restaurante,ERROR
TXN_3136701,,2,4.0,8.0,,Restaurante,2023-12-18
TXN_4644671,Café,3,2.0,6.0,DESCONOCIDO,,2023-04-20
